Date,Packet Loss,Min,Avg,Max,Standard_Deviation
4/10/2017,0%,212.911,218.036,229.701,4.801
4/10/2017,0%,212.922,220.886,240.432,7.296
4/11/2017,0%,213.162,217.647,225.44,3.687
4/11/2017,0%,213.142,216.651,225.578,3.816
4/11/2017,0%,212.935,218.645,237.328,6.046
4/11/2017,0%,212.921,217.114,228.423,4.385
4/11/2017,0%,213.023,218.543,252.598,8.979
4/11/2017,0%,213.461,226.923,243.078,8.563
4/11/2017,0%,213.111,219.583,234.984,5.913
4/11/2017,0%,212.915,223.91,255.37,12.323
4/11/2017,0%,212.945,220.43,234.506,6.283
4/11/2017,0%,213.355,220.885,234.179,7.029
4/11/2017,0%,214.743,222.65,240.442,6.566
4/11/2017,0%,213.81,230.963,277.025,16.352
4/11/2017,0%,213.949,221.224,248.71,9.121
4/11/2017,0%,213.127,226.982,300.496,22.602
4/11/2017,0%,212.977,226.215,240.227,9.007
4/11/2017,0%,212.768,214.354,222.059,2.684
4/11/2017,0%,212.792,219.871,232.295,5.757
4/11/2017,0%,212.886,215.87,228.533,4.651
4/11/2017,0%,212.781,215.272,222.716,3.254
4/11/2017,0%,212.938,214.712,222.043,2.373
4/11/2017,0%,213.085,215.803,226.557,3.534
4/11/2017,0%,212.753,214.583,219.688,2.121
4/11/2017,0%,212.784,215.351,224.582,2.97
4/12/2017,0%,212.842,217.568,228.122,4.667
4/12/2017,0%,212.97,216.73,228.557,3.786
4/12/2017,0%,213.37,220.095,241.879,7.397
4/12/2017,0%,212.894,216.202,225.448,4.379
4/12/2017,0%,212.975,218.939,237.824,7.53
4/12/2017,0%,212.669,215.912,229.822,3.923
4/12/2017,0%,213.653,233.598,300.887,18.515
4/12/2017,0%,213.347,259.292,431.053,65.875
4/12/2017,0%,213.472,244.504,425.421,56.462
4/12/2017,0%,213.214,242.352,464.735,64.602
4/12/2017,0%,213.374,226.183,317.928,22.4
4/12/2017,0%,214.511,234.88,342.986,30.415
4/12/2017,0%,212.993,218.118,226.739,4.34
4/12/2017,0%,215.221,232.559,344.876,28.368
4/12/2017,0%,213.354,229.971,355.959,30.638
4/12/2017,0%,213.272,236.066,378.358,37.464
4/12/2017,0%,213.044,221.183,291.667,16.713
4/12/2017,0%,213.766,224.5,242.933,9.115
4/12/2017,0%,214.202,224.37,314.442,21.275
4/12/2017,0%,212.737,215.44,227.302,3.558
4/12/2017,0%,213.095,218.752,227.116,4.308
4/12/2017,0%,212.787,216.608,229.607,5.035
4/12/2017,0%,212.919,217.965,241.316,7.188
4/13/2017,0%,212.746,256.519,460.388,82.756
4/13/2017,0%,213.082,218.508,232.393,5.08
4/13/2017,0%,212.899,242.102,396.157,49.019
4/13/2017,0%,212.897,223.257,246.535,9.488
4/13/2017,0%,212.792,224.932,243.066,8.795
4/13/2017,0%,213.145,220.466,228.28,4.794
4/13/2017,0%,212.722,222.181,241.586,9.149
4/13/2017,0%,212.928,227.138,242.833,9.291
4/13/2017,0%,213.206,223.266,244.114,10.039
4/13/2017,0%,213.246,222.197,247.801,9.284
4/13/2017,0%,213.355,224.043,240.82,9.524
4/13/2017,0%,213.177,227.938,241.425,8.054
4/13/2017,0%,215.309,231.51,245.594,7.903
4/13/2017,0%,215.846,227.711,243.351,7.505
4/13/2017,0%,213.191,231.226,249.244,9.11
4/13/2017,0%,214.18,222.439,242.833,8.311
4/13/2017,0%,212.915,216.46,224.522,3.727
,0,212.2791891,222.6071368,264.3276915,13.3545
