Avg_A,Probability,Avg_B,Probability
179.956,0.136476427,179.903,0.136476427
179.956,0.138957816,179.905,0.138957816
179.957,0.141439206,179.913,0.141439206
179.96,0.143920596,179.916,0.143920596
179.962,0.146401985,179.917,0.146401985
179.966,0.148883375,179.922,0.148883375
179.967,0.151364764,179.927,0.151364764
179.967,0.153846154,179.929,0.153846154
179.97,0.156327543,179.93,0.156327543
179.97,0.158808933,179.934,0.158808933
179.979,0.161290323,179.936,0.161290323
179.981,0.163771712,179.94,0.163771712
179.996,0.166253102,179.943,0.166253102
179.998,0.168734491,179.952,0.168734491
180.016,0.171215881,179.954,0.171215881
180.017,0.17369727,179.962,0.17369727
180.028,0.17617866,179.962,0.17617866
180.03,0.17866005,179.968,0.17866005
180.037,0.181141439,179.974,0.181141439
180.053,0.183622829,179.986,0.183622829
180.06,0.186104218,179.987,0.186104218
180.061,0.188585608,179.997,0.188585608
180.078,0.191066998,179.998,0.191066998
180.08,0.193548387,179.998,0.193548387
180.081,0.196029777,180.005,0.196029777
180.085,0.198511166,180.013,0.198511166
180.088,0.200992556,180.027,0.200992556
180.094,0.203473945,180.046,0.203473945
180.095,0.205955335,180.047,0.205955335
180.097,0.208436725,180.055,0.208436725
180.101,0.210918114,180.055,0.210918114
180.103,0.213399504,180.059,0.213399504
180.118,0.215880893,180.072,0.215880893
180.126,0.218362283,180.073,0.218362283
180.131,0.220843672,180.074,0.220843672
180.138,0.223325062,180.074,0.223325062
180.143,0.225806452,180.076,0.225806452
180.147,0.228287841,180.079,0.228287841
180.154,0.230769231,180.085,0.230769231
180.163,0.23325062,180.091,0.23325062
180.163,0.23573201,180.092,0.23573201
180.164,0.2382134,180.096,0.2382134
180.166,0.240694789,180.104,0.240694789
180.17,0.243176179,180.108,0.243176179
180.172,0.245657568,180.115,0.245657568
180.172,0.248138958,180.123,0.248138958
180.177,0.250620347,180.129,0.250620347
180.183,0.253101737,180.134,0.253101737
180.185,0.255583127,180.135,0.255583127
180.185,0.258064516,180.142,0.258064516
180.187,0.260545906,180.144,0.260545906
180.197,0.263027295,180.149,0.263027295
180.207,0.265508685,180.15,0.265508685
180.21,0.267990074,180.155,0.267990074
180.213,0.270471464,180.156,0.270471464
180.213,0.272952854,180.164,0.272952854
180.214,0.275434243,180.164,0.275434243
180.216,0.277915633,180.164,0.277915633
180.224,0.280397022,180.19,0.280397022
180.229,0.282878412,180.198,0.282878412
180.24,0.285359801,180.206,0.285359801
180.242,0.287841191,180.206,0.287841191
180.246,0.290322581,180.216,0.290322581
180.249,0.29280397,180.226,0.29280397
180.265,0.29528536,180.226,0.29528536
180.267,0.297766749,180.228,0.297766749
180.273,0.300248139,180.228,0.300248139
180.278,0.302729529,180.232,0.302729529
180.289,0.305210918,180.234,0.305210918
180.291,0.307692308,180.244,0.307692308
180.297,0.310173697,180.257,0.310173697
180.298,0.312655087,180.261,0.312655087
180.301,0.315136476,180.264,0.315136476
180.305,0.317617866,180.274,0.317617866
180.313,0.320099256,180.275,0.320099256
180.314,0.322580645,180.276,0.322580645
180.317,0.325062035,180.279,0.325062035
180.321,0.327543424,180.282,0.327543424
180.321,0.330024814,180.282,0.330024814
180.329,0.332506203,180.284,0.332506203
180.33,0.334987593,180.287,0.334987593
180.335,0.337468983,180.293,0.337468983
180.347,0.339950372,180.3,0.339950372
180.352,0.342431762,180.302,0.342431762
180.362,0.344913151,180.311,0.344913151
180.372,0.347394541,180.318,0.347394541
180.375,0.349875931,180.318,0.349875931
180.394,0.35235732,180.329,0.35235732
180.396,0.35483871,180.332,0.35483871
180.397,0.357320099,180.341,0.357320099
180.4,0.359801489,180.346,0.359801489
180.415,0.362282878,180.353,0.362282878
180.42,0.364764268,180.354,0.364764268
180.422,0.367245658,180.362,0.367245658
180.424,0.369727047,180.362,0.369727047
180.425,0.372208437,180.366,0.372208437
180.425,0.374689826,180.369,0.374689826
180.43,0.377171216,180.374,0.377171216
180.44,0.379652605,180.386,0.379652605
180.446,0.382133995,180.389,0.382133995
180.46,0.384615385,180.389,0.384615385
180.461,0.387096774,180.398,0.387096774
180.467,0.389578164,180.414,0.389578164
180.474,0.392059553,180.414,0.392059553
180.485,0.394540943,180.419,0.394540943
180.496,0.397022333,180.427,0.397022333
180.511,0.399503722,180.43,0.399503722
180.511,0.401985112,180.442,0.401985112
180.523,0.404466501,180.447,0.404466501
180.525,0.406947891,180.448,0.406947891
180.531,0.40942928,180.449,0.40942928
180.542,0.41191067,180.452,0.41191067
180.551,0.41439206,180.457,0.41439206
180.556,0.416873449,180.457,0.416873449
180.587,0.419354839,180.472,0.419354839
180.59,0.421836228,180.483,0.421836228
180.602,0.424317618,180.487,0.424317618
180.608,0.426799007,180.491,0.426799007
180.609,0.429280397,180.492,0.429280397
180.61,0.431761787,180.503,0.431761787
180.614,0.434243176,180.507,0.434243176
180.628,0.436724566,180.509,0.436724566
180.665,0.439205955,180.509,0.439205955
180.669,0.441687345,180.522,0.441687345
180.673,0.444168734,180.534,0.444168734
180.676,0.446650124,180.543,0.446650124
180.677,0.449131514,180.554,0.449131514
180.684,0.451612903,180.56,0.451612903
180.698,0.454094293,180.563,0.454094293
180.719,0.456575682,180.577,0.456575682
180.742,0.459057072,180.578,0.459057072
180.747,0.461538462,180.587,0.461538462
180.75,0.464019851,180.59,0.464019851
180.757,0.466501241,180.592,0.466501241
180.781,0.46898263,180.611,0.46898263
180.784,0.47146402,180.631,0.47146402
180.786,0.473945409,180.633,0.473945409
180.795,0.476426799,180.647,0.476426799
180.817,0.478908189,180.648,0.478908189
180.817,0.481389578,180.651,0.481389578
180.823,0.483870968,180.663,0.483870968
180.841,0.486352357,180.716,0.486352357
180.845,0.488833747,180.745,0.488833747
180.847,0.491315136,180.775,0.491315136
180.878,0.493796526,180.813,0.493796526
180.923,0.496277916,180.813,0.496277916
180.951,0.498759305,180.816,0.498759305
180.954,0.501240695,180.817,0.501240695
180.976,0.503722084,180.852,0.503722084
181.006,0.506203474,180.853,0.506203474
181.007,0.508684864,180.901,0.508684864
181.038,0.511166253,180.924,0.511166253
181.039,0.513647643,180.926,0.513647643
181.096,0.516129032,180.927,0.516129032
181.145,0.518610422,180.928,0.518610422
181.174,0.521091811,180.936,0.521091811
181.18,0.523573201,180.968,0.523573201
181.25,0.526054591,180.969,0.526054591
181.281,0.52853598,180.986,0.52853598
181.313,0.53101737,181.006,0.53101737
181.328,0.533498759,181.034,0.533498759
181.334,0.535980149,181.058,0.535980149
181.364,0.538461538,181.094,0.538461538
181.376,0.540942928,181.125,0.540942928
181.377,0.543424318,181.139,0.543424318
181.384,0.545905707,181.15,0.545905707
181.396,0.548387097,181.205,0.548387097
181.409,0.550868486,181.211,0.550868486
181.464,0.553349876,181.221,0.553349876
181.512,0.555831266,181.27,0.555831266
181.521,0.558312655,181.291,0.558312655
181.552,0.560794045,181.343,0.560794045
181.561,0.563275434,181.345,0.563275434
181.576,0.565756824,181.354,0.565756824
181.577,0.568238213,181.364,0.568238213
181.591,0.570719603,181.369,0.570719603
181.618,0.573200993,181.401,0.573200993
181.702,0.575682382,181.433,0.575682382
181.705,0.578163772,181.438,0.578163772
181.741,0.580645161,181.557,0.580645161
181.765,0.583126551,181.578,0.583126551
181.772,0.58560794,181.616,0.58560794
181.801,0.58808933,181.627,0.58808933
181.857,0.59057072,181.655,0.59057072
181.864,0.593052109,181.683,0.593052109
181.868,0.595533499,181.702,0.595533499
181.913,0.598014888,181.704,0.598014888
182.017,0.600496278,181.721,0.600496278
182.049,0.602977667,181.756,0.602977667
182.06,0.605459057,181.825,0.605459057
182.116,0.607940447,181.838,0.607940447
182.13,0.610421836,181.928,0.610421836
182.134,0.612903226,182.003,0.612903226
182.153,0.615384615,182.014,0.615384615
182.221,0.617866005,182.038,0.617866005
182.228,0.620347395,182.072,0.620347395
182.266,0.622828784,182.173,0.622828784
182.305,0.625310174,182.174,0.625310174
182.325,0.627791563,182.2,0.627791563
182.417,0.630272953,182.22,0.630272953
182.466,0.632754342,182.236,0.632754342
182.494,0.635235732,182.283,0.635235732
182.677,0.637717122,182.293,0.637717122
182.788,0.640198511,182.303,0.640198511
182.817,0.642679901,182.309,0.642679901
182.875,0.64516129,182.335,0.64516129
182.89,0.64764268,182.402,0.64764268
182.918,0.650124069,182.449,0.650124069
182.93,0.652605459,182.482,0.652605459
182.938,0.655086849,182.508,0.655086849
183.034,0.657568238,182.612,0.657568238
183.039,0.660049628,182.734,0.660049628
183.041,0.662531017,182.931,0.662531017
183.043,0.665012407,183.049,0.665012407
183.121,0.667493797,183.079,0.667493797
183.238,0.669975186,183.163,0.669975186
183.313,0.672456576,183.242,0.672456576
183.398,0.674937965,183.299,0.674937965
183.399,0.677419355,183.334,0.677419355
183.412,0.679900744,183.402,0.679900744
183.417,0.682382134,183.708,0.682382134
183.42,0.684863524,183.808,0.684863524
183.437,0.687344913,183.852,0.687344913
183.475,0.689826303,183.952,0.689826303
183.689,0.692307692,184.139,0.692307692
183.706,0.694789082,184.159,0.694789082
183.997,0.697270471,184.196,0.697270471
184.087,0.699751861,184.398,0.699751861
184.264,0.702233251,184.719,0.702233251
184.331,0.70471464,184.769,0.70471464
184.384,0.70719603,184.827,0.70719603
184.44,0.709677419,184.886,0.709677419
184.509,0.712158809,184.937,0.712158809
184.588,0.714640199,185.044,0.714640199
184.69,0.717121588,185.136,0.717121588
184.695,0.719602978,185.178,0.719602978
184.755,0.722084367,185.179,0.722084367
184.774,0.724565757,185.212,0.724565757
185.213,0.727047146,185.219,0.727047146
185.252,0.729528536,185.288,0.729528536
185.367,0.732009926,185.372,0.732009926
185.545,0.734491315,185.55,0.734491315
185.559,0.736972705,185.758,0.736972705
185.568,0.739454094,185.766,0.739454094
185.739,0.741935484,185.904,0.741935484
185.922,0.744416873,186.037,0.744416873
186.131,0.746898263,186.13,0.746898263
186.307,0.749379653,186.215,0.749379653
186.399,0.751861042,186.272,0.751861042
186.405,0.754342432,187.489,0.754342432
186.45,0.756823821,188.505,0.756823821
186.668,0.759305211,188.773,0.759305211
186.912,0.7617866,190.115,0.7617866
186.939,0.76426799,190.292,0.76426799
187.232,0.76674938,190.335,0.76674938
187.345,0.769230769,190.551,0.769230769
188.399,0.771712159,190.563,0.771712159
188.559,0.774193548,190.604,0.774193548
188.723,0.776674938,190.678,0.776674938
189.24,0.779156328,190.811,0.779156328
189.398,0.781637717,190.988,0.781637717
189.478,0.784119107,191.102,0.784119107
190.998,0.786600496,191.164,0.786600496
191.22,0.789081886,191.295,0.789081886
192.107,0.791563275,191.596,0.791563275
192.75,0.794044665,193.381,0.794044665
193.939,0.796526055,193.393,0.796526055
193.94,0.799007444,193.8468778,0.799007444
194.3227481,0.801488834,194.537,0.801488834
194.62,0.803970223,195.387,0.803970223
196.854,0.806451613,196.441,0.806451613
196.856,0.808933002,196.648,0.808933002
200.59,0.811414392,199.929,0.811414392
200.789,0.813895782,202.75,0.813895782
201.635,0.816377171,203.456,0.816377171
202.268,0.818858561,203.83,0.818858561
202.572,0.82133995,205.32,0.82133995
203.305,0.82382134,205.415,0.82382134
204.128,0.82630273,205.962,0.82630273
205.084,0.828784119,207.417,0.828784119
206.111,0.831265509,207.465,0.831265509
207.763,0.833746898,207.965,0.833746898
209.061,0.836228288,208.881,0.836228288
209.416,0.838709677,210.325,0.838709677
210.616,0.841191067,211.064,0.841191067
211.424,0.843672457,212.97,0.843672457
211.754,0.846153846,212.994,0.846153846
211.985,0.848635236,213.897,0.848635236
212.312,0.851116625,215.358,0.851116625
213.259,0.853598015,215.832,0.853598015
214.129,0.856079404,215.882,0.856079404
214.463,0.858560794,216.862,0.858560794
215.904,0.861042184,216.972,0.861042184
218.068,0.863523573,217.334,0.863523573
219.357,0.866004963,217.71,0.866004963
222.654,0.868486352,218.027,0.868486352
222.668,0.870967742,222.047,0.870967742
222.673,0.873449132,223.592,0.873449132
222.933,0.875930521,223.761,0.875930521
228.007,0.878411911,225.254,0.878411911
228.195,0.8808933,225.259,0.8808933
228.737,0.88337469,225.535,0.88337469
230.599,0.885856079,225.78,0.885856079
230.75,0.888337469,226.613,0.888337469
234.68,0.890818859,227.638,0.890818859
235.152,0.893300248,227.959,0.893300248
238.265,0.895781638,228.288,0.895781638
240.308,0.898263027,231.203,0.898263027
242.08,0.900744417,238.777,0.900744417
242.167,0.903225806,243.887,0.903225806
243.17,0.905707196,248.94,0.905707196
243.185,0.908188586,250.414,0.908188586
247.176,0.910669975,250.477,0.910669975
252.844,0.913151365,252.859,0.913151365
253.803,0.915632754,253.53,0.915632754
255.18,0.918114144,254.077,0.918114144
256.321,0.920595533,255.373,0.920595533
256.359,0.923076923,255.928,0.923076923
257.163,0.925558313,256.705,0.925558313
259.555,0.928039702,258.23,0.928039702
260.008,0.930521092,258.956,0.930521092
260.29,0.933002481,259.304,0.933002481
262.105,0.935483871,259.561,0.935483871
268.88,0.937965261,260.329,0.937965261
269.284,0.94044665,260.906,0.94044665
269.596,0.94292804,260.944,0.94292804
270.201,0.945409429,263.787,0.945409429
273.602,0.947890819,265.467,0.947890819
277.448,0.950372208,267.976,0.950372208
278.123,0.952853598,268.639,0.952853598
278.441,0.955334988,270.49,0.955334988
279.111,0.957816377,270.554,0.957816377
281.521,0.960297767,270.96,0.960297767
281.868,0.962779156,272.794,0.962779156
282.821,0.965260546,280.615,0.965260546
285.363,0.967741935,282.876,0.967741935
294.144,0.970223325,283.559,0.970223325
294.166,0.972704715,284.204,0.972704715
297.996,0.975186104,284.992,0.975186104
298.01,0.977667494,286.67,0.977667494
299.702,0.980148883,290.927,0.980148883
301.865,0.982630273,292.741,0.982630273
302.383,0.985111663,297.349,0.985111663
303.38,0.987593052,303.71,0.987593052
313.36,0.990074442,316.859,0.990074442
318.36,0.992555831,320.201,0.992555831
334.572,0.995037221,323.855,0.995037221
335.475,0.99751861,328.637,0.99751861
